pfam,feature_importance_vals
PF10739.7,0.0
PF10740.7,0.0
PF10741.7,0.0
PF10742.7,0.0
PF10743.7,0.0
PF10744.7,0.0
PF10745.7,0.0
PF10746.7,0.0
PF10747.7,0.0
PF10783.7,0.0
PF10784.7,0.0
PF10785.7,0.0
PF10832.6,0.0
PF10818.6,0.0
PF10819.6,0.0
PF10820.6,0.0
PF10821.6,0.0
PF10823.6,0.0
PF10824.6,0.0
PF10825.6,0.0
PF10826.6,0.0
PF10827.6,0.0
PF10828.6,0.0
PF10829.6,0.0
PF10830.6,0.0
PF10831.6,0.0
PF10833.6,0.0
PF10786.7,0.0
PF10834.6,0.0
PF10835.6,0.0
PF10836.6,0.0
PF10837.6,0.0
PF10838.6,0.0
PF10839.6,0.0
PF10840.6,0.0
PF10841.6,0.0
PF10842.6,0.0
PF10843.6,0.0
PF10844.6,0.0
PF10845.6,0.0
PF10846.6,0.0
PF10817.6,0.0
PF10816.6,0.0
PF10815.6,0.0
PF10814.6,0.0
PF10787.7,0.0
PF10788.7,0.0
PF10789.7,0.0
PF10790.7,0.0
PF10791.7,0.0
PF10792.7,0.0
PF10793.7,0.0
PF10794.7,0.0
PF10795.7,0.0
PF10796.7,0.0
PF10797.7,0.0
PF10798.6,0.0
PF10799.6,0.0
PF10800.6,0.0
PF10801.6,0.0
PF10802.6,0.0
PF10803.6,0.0
PF10804.6,0.0
PF10805.6,0.0
PF10806.6,0.0
PF10807.6,0.0
PF10808.6,0.0
PF10809.6,0.0
PF10810.6,0.0
PF10811.6,0.0
PF10812.6,0.0
PF10813.6,0.0
PF10441.7,0.0
PF10440.7,0.0
PF10439.7,0.0
PF10081.7,0.0
PF10066.7,0.0
PF10067.7,0.0
PF10069.7,0.0
PF10070.7,0.0
PF10071.7,0.0
PF10073.7,0.0
PF10074.7,0.0
PF10075.7,0.0
PF10076.7,0.0
PF10077.7,0.0
PF10078.7,0.0
PF10079.7,0.0
PF10080.7,0.0
PF10083.7,0.0
PF10063.7,0.0
PF10084.7,0.0
PF10086.7,0.0
PF10087.7,0.0
PF10088.7,0.0
PF10090.7,0.0
PF10091.7,0.0
PF10092.7,0.0
PF10093.7,0.0
PF10094.7,0.0
PF10095.7,0.0
PF10096.7,0.0
PF10097.7,0.0
PF10098.7,0.0
PF10065.7,0.0
PF10062.7,0.0
PF10100.7,0.0
PF10045.7,0.0
PF10032.7,0.0
PF10033.7,0.0
PF10034.7,0.0
PF10035.7,0.0
PF10036.7,0.0
PF10037.7,0.0
PF10038.7,0.0
PF10039.7,0.0
PF10040.7,0.0
PF10041.7,0.0
PF10042.7,0.0
PF10043.7,0.0
PF10044.7,0.0
PF10046.7,0.0
PF10061.7,0.0
PF10047.7,0.0
PF10048.7,0.0
PF10049.7,0.0
PF10050.7,0.0
PF10051.7,0.0
PF10052.7,0.0
PF10053.7,0.0
PF10054.7,0.0
PF10055.7,0.0
PF10056.7,0.0
PF10057.7,0.0
PF10058.7,0.0
PF10060.7,0.0
PF10099.7,0.0
PF10101.7,0.0
PF10438.7,0.0
PF10150.7,0.0
PF10137.7,0.0
PF10138.7,0.0
PF10139.7,0.0
PF10140.7,0.0
PF10141.7,0.0
PF10142.7,0.0
PF10143.7,0.0
PF10144.7,0.0
PF10145.7,0.0
PF10146.7,0.0
PF10147.7,0.0
PF10148.7,0.0
PF10149.7,0.0
PF10151.7,0.0
PF10135.7,0.0
PF10152.7,0.0
PF10153.7,0.0
PF10154.7,0.0
PF10155.7,0.0
PF10156.7,0.0
PF10157.7,0.0
PF10158.7,0.0
PF10159.7,0.0
PF10160.7,0.0
PF10161.7,0.0
PF10162.7,0.0
PF10163.7,0.0
PF10164.7,0.0
PF10136.7,0.0
PF10134.7,0.0
PF10102.7,0.0
PF10116.7,0.0
PF10103.7,0.0
PF10104.7,0.0
PF10105.7,0.0
PF10106.7,0.0
PF10107.7,0.0
PF10108.7,0.0
PF10109.7,0.0
PF10110.7,0.0
PF10111.7,0.0
PF10112.7,0.0
PF10113.7,0.0
PF10114.7,0.0
PF10115.7,0.0
PF10117.7,0.0
PF10133.7,0.0
PF10118.7,0.0
PF10119.7,0.0
PF10120.7,0.0
PF10122.7,0.0
PF10123.7,0.0
PF10124.7,0.0
PF10125.7,0.0
PF10126.7,0.0
PF10127.7,0.0
PF10128.7,0.0
PF10129.7,0.0
PF10130.7,0.0
PF10131.7,0.0
PF10031.7,0.0
PF10030.7,0.0
PF10029.7,0.0
PF09943.7,0.0
PF09928.7,0.0
PF09929.7,0.0
PF09930.7,0.0
PF09931.7,0.0
PF09932.7,0.0
PF09933.7,0.0
PF09935.7,0.0
PF09936.7,0.0
PF09937.7,0.0
PF09938.7,0.0
PF09939.7,0.0
PF09940.7,0.0
PF09941.7,0.0
PF09945.7,0.0
PF09925.7,0.0
PF09946.7,0.0
PF09947.7,0.0
PF09948.7,0.0
PF09949.7,0.0
PF09950.7,0.0
PF09951.7,0.0
PF09952.7,0.0
PF09953.7,0.0
PF09954.7,0.0
PF09955.7,0.0
PF09956.7,0.0
PF09957.7,0.0
PF09958.7,0.0
PF09926.7,0.0
PF09924.7,0.0
PF10028.7,0.0
PF09905.7,0.0
PF09890.7,0.0
PF09891.7,0.0
PF09892.7,0.0
PF09893.7,0.0
PF09894.7,0.0
PF09895.7,0.0
PF09897.7,0.0
PF09898.7,0.0
PF09899.7,0.0
PF09900.7,0.0
PF09902.7,0.0
PF09903.7,0.0
PF09904.7,0.0
PF09906.7,0.0
PF09923.7,0.0
PF09907.7,0.0
PF09909.7,0.0
PF09910.7,0.0
PF09911.7,0.0
PF09912.7,0.0
PF09913.7,0.0
PF09916.7,0.0
PF09917.7,0.0
PF09918.7,0.0
PF09919.7,0.0
PF09920.7,0.0
PF09921.7,0.0
PF09922.7,0.0
PF09959.7,0.0
PF09960.7,0.0
PF09961.7,0.0
PF10011.7,0.0
PF09997.7,0.0
PF09998.7,0.0
PF09999.7,0.0
PF10000.7,0.0
PF10001.7,0.0
PF10002.7,0.0
PF10003.7,0.0
PF10004.7,0.0
PF10005.7,0.0
PF10006.7,0.0
PF10007.7,0.0
PF10008.7,0.0
PF10009.7,0.0
PF10012.7,0.0
PF09962.7,0.0
PF10013.7,0.0
PF10014.7,0.0
PF10015.7,0.0
PF10016.7,0.0
PF10017.7,0.0
PF10018.7,0.0
PF10020.7,0.0
PF10021.7,0.0
PF10022.7,0.0
PF10023.7,0.0
PF10025.7,0.0
PF10026.7,0.0
PF10027.7,0.0
PF09996.7,0.0
PF09995.7,0.0
PF09994.7,0.0
PF09992.7,0.0
PF09963.7,0.0
PF09964.7,0.0
PF09965.7,0.0
PF09966.7,0.0
PF09967.7,0.0
PF09968.7,0.0
PF09969.7,0.0
PF09970.7,0.0
PF09971.7,0.0
PF09972.7,0.0
PF09973.7,0.0
PF09974.7,0.0
PF09976.7,0.0
PF09977.7,0.0
PF09979.7,0.0
PF09980.7,0.0
PF09981.7,0.0
PF09982.7,0.0
PF09983.7,0.0
PF09984.7,0.0
PF09985.7,0.0
PF09986.7,0.0
PF09987.7,0.0
PF09988.7,0.0
PF09989.7,0.0
PF09990.7,0.0
PF09991.7,0.0
PF10165.7,0.0
PF10166.7,0.0
PF10167.7,0.0
PF10357.7,0.0
PF10342.7,0.0
PF10343.7,0.0
PF10344.7,0.0
PF10345.7,0.0
PF10346.7,0.0
PF10347.7,0.0
PF10348.7,0.0
PF10350.7,0.0
PF10351.7,0.0
PF10353.7,0.0
PF10354.7,0.0
PF10355.7,0.0
PF10356.7,0.0
PF10358.7,0.0
PF10340.7,0.0
PF10359.7,0.0
PF10360.7,0.0
PF10361.7,0.0
PF10363.7,0.0
PF10364.7,0.0
PF10365.7,0.0
PF10366.7,0.0
PF10367.7,0.0
PF10368.7,0.0
PF10369.7,0.0
PF10370.7,0.0
PF10371.7,0.0
PF10372.7,0.0
PF10341.7,0.0
PF10339.7,0.0
PF10305.7,0.0
PF10322.7,0.0
PF10307.7,0.0
PF10309.7,0.0
PF10310.7,0.0
PF10311.7,0.0
PF10312.7,0.0
PF10313.7,0.0
PF10315.7,0.0
PF10316.7,0.0
PF10317.7,0.0
PF10318.7,0.0
PF10319.7,0.0
PF10320.7,0.0
PF10321.7,0.0
PF10323.7,0.0
PF10338.7,0.0
PF10324.7,0.0
PF10325.7,0.0
PF10326.7,0.0
PF10327.7,0.0
PF10328.7,0.0
PF10329.7,0.0
PF10330.7,0.0
PF10332.7,0.0
PF10333.7,0.0
PF10334.7,0.0
PF10335.7,0.0
PF10336.7,0.0
PF10337.7,0.0
PF10373.7,0.0
PF10374.7,0.0
PF10375.7,0.0
PF10422.7,0.0
PF10409.7,0.0
PF10410.7,0.0
PF10411.7,0.0
PF10412.7,0.0
PF10413.7,0.0
PF10414.7,0.0
PF10415.7,0.0
PF10416.7,0.0
PF10417.7,0.0
PF10418.7,0.0
PF10419.7,0.0
PF10420.7,0.0
PF10421.7,0.0
PF10423.7,0.0
PF10376.7,0.0
PF10425.7,0.0
PF10426.7,0.0
PF10427.7,0.0
PF10428.7,0.0
PF10429.7,0.0
PF10430.7,0.0
PF10431.7,0.0
PF10432.7,0.0
PF10433.7,0.0
PF10434.7,0.0
PF10435.7,0.0
PF10436.7,0.0
PF10437.7,0.0
PF10408.7,0.0
PF10407.7,0.0
PF10406.7,0.0
PF10405.7,0.0
PF10377.7,0.0
PF10378.7,0.0
PF10379.7,0.0
PF10380.7,0.0
PF10381.7,0.0
PF10382.7,0.0
PF10383.7,0.0
PF10384.7,0.0
PF10385.7,0.0
PF10386.7,0.0
PF10387.7,0.0
PF10388.7,0.0
PF10389.7,0.0
PF10390.7,0.0
PF10391.7,0.0
PF10392.7,0.0
PF10393.7,0.0
PF10394.7,0.0
PF10395.7,0.0
PF10396.7,0.0
PF10397.7,0.0
PF10398.7,0.0
PF10399.7,0.0
PF10400.7,0.0
PF10401.7,0.0
PF10403.7,0.0
PF10404.7,0.0
PF10306.7,0.0
PF10304.7,0.0
PF10168.7,0.0
PF10220.7,0.0
PF10205.7,0.0
PF10206.7,0.0
PF10208.7,0.0
PF10209.7,0.0
PF10210.7,0.0
PF10211.7,0.0
PF10212.7,0.0
PF10213.7,0.0
PF10214.7,0.0
PF10215.7,0.0
PF10216.7,0.0
PF10217.7,0.0
PF10218.7,0.0
PF10221.7,0.0
PF10203.7,0.0
PF10222.7,0.0
PF10223.7,0.0
PF10224.7,0.0
PF10225.7,0.0
PF10226.7,0.0
PF10228.7,0.0
PF10229.7,0.0
PF10230.7,0.0
PF10231.7,0.0
PF10232.7,0.0
PF10233.7,0.0
PF10234.7,0.0
PF10235.7,0.0
PF10204.7,0.0
PF10200.7,0.0
PF10303.7,0.0
PF10182.7,0.0
PF10169.7,0.0
PF10170.7,0.0
PF10171.7,0.0
PF10172.7,0.0
PF10173.7,0.0
PF10174.7,0.0
PF10175.7,0.0
PF10176.7,0.0
PF10177.7,0.0
PF10178.7,0.0
PF10179.7,0.0
PF10180.7,0.0
PF10181.7,0.0
PF10183.7,0.0
PF10199.7,0.0
PF10184.7,0.0
PF10185.7,0.0
PF10186.7,0.0
PF10187.7,0.0
PF10188.7,0.0
PF10189.7,0.0
PF10190.7,0.0
PF10191.7,0.0
PF10192.7,0.0
PF10193.7,0.0
PF10195.7,0.0
PF10197.7,0.0
PF10198.7,0.0
PF10236.7,0.0
PF10237.7,0.0
PF10238.7,0.0
PF10284.7,0.0
PF10271.7,0.0
PF10272.7,0.0
PF10273.7,0.0
PF10274.7,0.0
PF10275.7,0.0
PF10276.7,0.0
PF10277.7,0.0
PF10278.7,0.0
PF10279.7,0.0
PF10280.7,0.0
PF10281.7,0.0
PF10282.7,0.0
PF10283.7,0.0
PF10285.7,0.0
PF10239.7,0.0
PF10287.7,0.0
PF10288.7,0.0
PF10290.7,0.0
PF10291.7,0.0
PF10292.7,0.0
PF10293.7,0.0
PF10294.7,0.0
PF10295.7,0.0
PF10296.7,0.0
PF10297.7,0.0
PF10298.7,0.0
PF10300.7,0.0
PF10302.7,0.0
PF10270.7,0.0
PF10269.7,0.0
PF10268.7,0.0
PF10267.7,0.0
PF10240.7,0.0
PF10241.7,0.0
PF10242.7,0.0
PF10243.7,0.0
PF10244.7,0.0
PF10245.7,0.0
PF10246.7,0.0
PF10247.7,0.0
PF10248.7,0.0
PF10249.7,0.0
PF10250.7,0.0
PF10251.7,0.0
PF10252.7,0.0
PF10253.7,0.0
PF10254.7,0.0
PF10255.7,0.0
PF10256.7,0.0
PF10257.7,0.0
PF10258.7,0.0
PF10259.7,0.0
PF10260.7,0.0
PF10261.7,0.0
PF10262.7,0.0
PF10263.7,0.0
PF10264.7,0.0
PF10265.7,0.0
PF10266.7,0.0
PF13054.4,0.0
PF13065.4,0.0
PF13056.4,0.0
PF15844.3,0.0
PF15831.3,0.0
PF15832.3,0.0
PF15833.3,0.0
PF15834.3,0.0
PF15835.3,0.0
PF15836.3,0.0
PF15837.3,0.0
PF15838.3,0.0
PF15839.3,0.0
PF15840.3,0.0
PF15841.3,0.0
PF15842.3,0.0
PF15843.3,0.0
PF15845.3,0.0
PF15829.3,0.0
PF15846.3,0.0
PF15847.3,0.0
PF15848.3,0.0
PF15849.3,0.0
PF15851.3,0.0
PF15852.3,0.0
PF15854.3,0.0
PF15855.3,0.0
PF15856.3,0.0
PF15858.3,0.0
PF15859.3,0.0
PF15860.3,0.0
PF15861.3,0.0
PF15830.3,0.0
PF15828.3,0.0
PF15863.3,0.0
PF15812.3,0.0
PF15799.3,0.0
PF15800.3,0.0
PF15801.3,0.0
PF15802.3,0.0
PF15803.3,0.0
PF15804.3,0.0
PF15805.3,0.0
PF15806.3,0.0
PF15807.3,0.0
PF15808.3,0.0
PF15809.3,0.0
PF15810.3,0.0
PF15811.3,0.0
PF15813.3,0.0
PF15827.3,0.0
PF15814.3,0.0
PF15815.3,0.0
PF15816.3,0.0
PF15817.3,0.0
PF15818.3,0.0
PF15819.3,0.0
PF15820.3,0.0
PF15821.3,0.0
PF15822.3,0.0
PF15823.3,0.0
PF15824.3,0.0
PF15825.3,0.0
PF15826.3,0.0
PF15862.3,0.0
PF15864.3,0.0
PF15670.3,0.0
PF15916.3,0.0
PF15903.3,0.0
PF15904.3,0.0
PF15905.3,0.0
PF15906.3,0.0
PF15907.3,0.0
PF15908.3,0.0
PF15909.3,0.0
PF15910.3,0.0
PF15911.3,0.0
PF15912.3,0.0
PF15913.3,0.0
PF15914.3,0.0
PF15915.3,0.0
PF15917.3,0.0
PF15901.3,0.0
PF15918.3,0.0
PF15919.3,0.0
PF15920.3,0.0
PF15921.3,0.0
PF15922.3,0.0
PF15923.3,0.0
PF15924.3,0.0
PF15925.3,0.0
PF15926.3,0.0
PF15927.3,0.0
PF15928.3,0.0
PF15929.3,0.0
PF15930.3,0.0
PF15902.3,0.0
PF15899.3,0.0
PF15865.3,0.0
PF15879.3,0.0
PF15866.3,0.0
PF15867.3,0.0
PF15868.3,0.0
PF15869.3,0.0
PF15870.3,0.0
PF15871.3,0.0
PF15872.3,0.0
PF15873.3,0.0
PF15874.3,0.0
PF15875.3,0.0
PF15876.3,0.0
PF15877.3,0.0
PF15878.3,0.0
PF15880.3,0.0
PF15898.3,0.0
PF15881.3,0.0
PF15883.3,0.0
PF15884.3,0.0
PF15886.3,0.0
PF15888.3,0.0
PF15889.3,0.0
PF15890.3,0.0
PF15891.3,0.0
PF15892.3,0.0
PF15893.3,0.0
PF15894.3,0.0
PF15895.3,0.0
PF15897.3,0.0
PF15798.3,0.0
PF15797.3,0.0
PF15796.3,0.0
PF15717.3,0.0
PF15704.3,0.0
PF15705.3,0.0
PF15706.3,0.0
PF15707.3,0.0
PF15708.3,0.0
PF15709.3,0.0
PF15710.3,0.0
PF15711.3,0.0
PF15712.3,0.0
PF15713.3,0.0
PF15714.3,0.0
PF15715.3,0.0
PF15716.3,0.0
PF15718.3,0.0
PF15702.3,0.0
PF15719.3,0.0
PF15720.3,0.0
PF15721.3,0.0
PF15722.3,0.0
PF15723.3,0.0
PF15724.3,0.0
PF15725.3,0.0
PF15726.3,0.0
PF15727.3,0.0
PF15728.3,0.0
PF15729.3,0.0
PF15730.3,0.0
PF15731.3,0.0
PF15703.3,0.0
PF15701.3,0.0
PF15795.3,0.0
PF15685.3,0.0
PF15672.3,0.0
PF15673.3,0.0
PF15674.3,0.0
PF15675.3,0.0
PF15676.3,0.0
PF15677.3,0.0
PF15678.3,0.0
PF15679.3,0.0
PF15680.3,0.0
PF15681.3,0.0
PF15682.3,0.0
PF15683.3,0.0
PF15684.3,0.0
PF15686.3,0.0
PF15700.3,0.0
PF15687.3,0.0
PF15688.3,0.0
PF15689.3,0.0
PF15690.3,0.0
PF15691.3,0.0
PF15692.3,0.0
PF15693.3,0.0
PF15694.3,0.0
PF15695.3,0.0
PF15696.3,0.0
PF15697.3,0.0
PF15698.3,0.0
PF15699.3,0.0
PF15732.3,0.0
PF15733.3,0.0
PF15734.3,0.0
PF15780.3,0.0
PF15767.3,0.0
PF15768.3,0.0
PF15769.3,0.0
PF15770.3,0.0
PF15771.3,0.0
PF15772.3,0.0
PF15773.3,0.0
PF15774.3,0.0
PF15775.3,0.0
PF15776.3,0.0
PF15777.3,0.0
PF15778.3,0.0
PF15779.3,0.0
PF15781.3,0.0
PF15735.3,0.0
PF15782.3,0.0
PF15783.3,0.0
PF15784.3,0.0
PF15785.3,0.0
PF15786.3,0.0
PF15787.3,0.0
PF15788.3,0.0
PF15789.3,0.0
PF15790.3,0.0
PF15791.3,0.0
PF15792.3,0.0
PF15793.3,0.0
PF15794.3,0.0
PF15766.3,0.0
PF15765.3,0.0
PF15764.3,0.0
PF15763.3,0.0
PF15736.3,0.0
PF15737.3,0.0
PF15738.3,0.0
PF15739.3,0.0
PF15740.3,0.0
PF15741.3,0.0
PF15742.3,0.0
PF15743.3,0.0
PF15744.3,0.0
PF15745.3,0.0
PF15746.3,0.0
PF15747.3,0.0
PF15748.3,0.0
PF15749.3,0.0
PF15750.3,0.0
PF15751.3,0.0
PF15752.3,0.0
PF15753.3,0.0
PF15754.3,0.0
PF15755.3,0.0
PF15756.3,0.0
PF15757.3,0.0
PF15758.3,0.0
PF15759.3,0.0
PF15760.3,0.0
PF15761.3,0.0
PF15762.3,0.0
PF15931.3,0.0
PF15932.3,0.0
PF15933.3,0.0
PF16111.3,0.0
PF16098.3,0.0
PF16099.3,0.0
PF16100.3,0.0
PF16101.3,0.0
PF16102.3,0.0
PF16103.3,0.0
PF16104.3,0.0
PF16105.3,0.0
PF16106.3,0.0
PF16107.3,0.0
PF16108.3,0.0
PF16109.3,0.0
PF16110.3,0.0
PF16112.3,0.0
PF16096.3,0.0
PF16113.3,0.0
PF16114.3,0.0
PF16115.3,0.0
PF16116.3,0.0
PF16117.3,0.0
PF16118.3,0.0
PF16119.3,0.0
PF16120.3,0.0
PF16121.3,0.0
PF16122.3,0.0
PF16123.3,0.0
PF16124.3,0.0
PF16125.3,0.0
PF16097.3,0.0
PF16095.3,0.0
PF16064.3,0.0
PF16079.3,0.0
PF16066.3,0.0
PF16067.3,0.0
PF16068.3,0.0
PF16069.3,0.0
PF16070.3,0.0
PF16071.3,0.0
PF16072.3,0.0
PF16073.3,0.0
PF16074.3,0.0
PF16075.3,0.0
PF16076.3,0.0
PF16077.3,0.0
PF16078.3,0.0
PF16080.3,0.0
PF16094.3,0.0
PF16081.3,0.0
PF16082.3,0.0
PF16083.3,0.0
PF16084.3,0.0
PF16085.3,0.0
PF16086.3,0.0
PF16087.3,0.0
PF16088.3,0.0
PF16089.3,0.0
PF16090.3,0.0
PF16091.3,0.0
PF16092.3,0.0
PF16093.3,0.0
PF16126.3,0.0
PF16127.3,0.0
PF16128.3,0.0
PF16174.3,0.0
PF16161.3,0.0
PF16162.3,0.0
PF16163.3,0.0
PF16164.3,0.0
PF16165.3,0.0
PF16166.3,0.0
PF16167.3,0.0
PF16168.3,0.0
PF16169.3,0.0
PF16170.3,0.0
PF16171.3,0.0
PF16172.3,0.0
PF16173.3,0.0
PF16175.3,0.0
PF16129.3,0.0
PF16176.3,0.0
PF16177.3,0.0
PF16178.3,0.0
PF16179.3,0.0
PF16180.3,0.0
PF16181.3,0.0
PF16182.3,0.0
PF16183.3,0.0
PF16184.3,0.0
PF16185.3,0.0
PF16186.3,0.0
PF16187.3,0.0
PF16188.3,0.0
PF16160.3,0.0
PF16159.3,0.0
PF16158.3,0.0
PF16157.3,0.0
PF16130.3,0.0
PF16131.3,0.0
PF16132.3,0.0
PF16133.3,0.0
PF16134.3,0.0
PF16135.3,0.0
PF16136.3,0.0
PF16137.3,0.0
PF16138.3,0.0
PF16139.3,0.0
PF16140.3,0.0
PF16141.3,0.0
PF16142.3,0.0
PF16143.3,0.0
PF16144.3,0.0
PF16145.3,0.0
PF16146.3,0.0
PF16147.3,0.0
PF16148.3,0.0
PF16149.3,0.0
PF16150.3,0.0
PF16151.3,0.0
PF16152.3,0.0
PF16153.3,0.0
PF16154.3,0.0
PF16155.3,0.0
PF16156.3,0.0
PF16065.3,0.0
PF16063.3,0.0
PF15934.3,0.0
PF15980.3,0.0
PF15967.3,0.0
PF15968.3,0.0
PF15969.3,0.0
PF15970.3,0.0
PF15971.3,0.0
PF15972.3,0.0
PF15973.3,0.0
PF15974.3,0.0
PF15975.3,0.0
PF15976.3,0.0
PF15977.3,0.0
PF15978.3,0.0
PF15979.3,0.0
PF15981.3,0.0
PF15965.3,0.0
PF15982.3,0.0
PF15983.3,0.0
PF15984.3,0.0
PF15985.3,0.0
PF15989.3,0.0
PF15990.3,0.0
PF15991.3,0.0
PF15992.3,0.0
PF15993.3,0.0
PF15994.3,0.0
PF15995.3,0.0
PF15996.3,0.0
PF15997.3,0.0
PF15966.3,0.0
PF15964.3,0.0
PF16062.3,0.0
PF15948.3,0.0
PF15935.3,0.0
PF15936.3,0.0
PF15937.3,0.0
PF15938.3,0.0
PF15939.3,0.0
PF15940.3,0.0
PF15941.3,0.0
PF15942.3,0.0
PF15943.3,0.0
PF15944.3,0.0
PF15945.3,0.0
PF15946.3,0.0
PF15947.3,0.0
PF15949.3,0.0
PF15963.3,0.0
PF15950.3,0.0
PF15951.3,0.0
PF15952.3,0.0
PF15953.3,0.0
PF15954.3,0.0
PF15955.3,0.0
PF15956.3,0.0
PF15957.3,0.0
PF15958.3,0.0
PF15959.3,0.0
PF15960.3,0.0
PF15961.3,0.0
PF15962.3,0.0
PF15998.3,0.0
PF15999.3,0.0
PF16000.3,0.0
PF16046.3,0.0
PF16033.3,0.0
PF16034.3,0.0
PF16035.3,0.0
PF16036.3,0.0
PF16037.3,0.0
PF16038.3,0.0
PF16039.3,0.0
PF16040.3,0.0
PF16041.3,0.0
PF16042.3,0.0
PF16043.3,0.0
PF16044.3,0.0
PF16045.3,0.0
PF16047.3,0.0
PF16001.3,0.0
PF16048.3,0.0
PF16049.3,0.0
PF16050.3,0.0
PF16051.3,0.0
PF16053.3,0.0
PF16054.3,0.0
PF16055.3,0.0
PF16056.3,0.0
PF16057.3,0.0
PF16058.3,0.0
PF16059.3,0.0
PF16060.3,0.0
PF16061.3,0.0
PF16032.3,0.0
PF16031.3,0.0
PF16030.3,0.0
PF16029.3,0.0
PF16002.3,0.0
PF16003.3,0.0
PF16004.3,0.0
PF16005.3,0.0
PF16006.3,0.0
PF16007.3,0.0
PF16008.3,0.0
PF16009.3,0.0
PF16010.3,0.0
PF16011.3,0.0
PF16012.3,0.0
PF16013.3,0.0
PF16014.3,0.0
PF16015.3,0.0
PF16016.3,0.0
PF16017.3,0.0
PF16018.3,0.0
PF16019.3,0.0
PF16020.3,0.0
PF16021.3,0.0
PF16022.3,0.0
PF16023.3,0.0
PF16024.3,0.0
PF16025.3,0.0
PF16026.3,0.0
PF16027.3,0.0
PF16028.3,0.0
PF15671.3,0.0
PF15669.3,0.0
PF16190.3,0.0
PF15328.4,0.0
PF15315.4,0.0
PF15316.4,0.0
PF15317.4,0.0
PF15318.4,0.0
PF15319.4,0.0
PF15320.4,0.0
PF15321.4,0.0
PF15322.4,0.0
PF15323.4,0.0
PF15324.4,0.0
PF15325.4,0.0
PF15326.4,0.0
PF15327.4,0.0
PF15330.4,0.0
PF15313.4,0.0
PF15331.4,0.0
PF15332.4,0.0
PF15333.4,0.0
PF15334.4,0.0
PF15335.4,0.0
PF15336.4,0.0
PF15337.4,0.0
PF15338.4,0.0
PF15339.4,0.0
PF15340.4,0.0
PF15341.4,0.0
PF15342.4,0.0
PF15343.4,0.0
PF15314.4,0.0
PF15312.4,0.0
PF15345.4,0.0
PF15296.4,0.0
PF15283.4,0.0
PF15284.4,0.0
PF15285.4,0.0
PF15286.4,0.0
PF15287.4,0.0
PF15288.4,0.0
PF15289.4,0.0
PF15290.4,0.0
PF15291.4,0.0
PF15292.4,0.0
PF15293.4,0.0
PF15294.4,0.0
PF15295.4,0.0
PF15297.4,0.0
PF15311.4,0.0
PF15298.4,0.0
PF15299.4,0.0
PF15300.4,0.0
PF15301.4,0.0
PF15302.4,0.0
PF15303.4,0.0
PF15304.4,0.0
PF15305.4,0.0
PF15306.4,0.0
PF15307.4,0.0
PF15308.4,0.0
PF15309.4,0.0
PF15310.4,0.0
PF15344.4,0.0
PF15346.4,0.0
PF15668.3,0.0
PF15394.4,0.0
PF15380.4,0.0
PF15382.4,0.0
PF15383.4,0.0
PF15384.4,0.0
PF15385.4,0.0
PF15386.4,0.0
PF15387.4,0.0
PF15388.4,0.0
PF15389.4,0.0
PF15390.4,0.0
PF15391.4,0.0
PF15392.4,0.0
PF15393.4,0.0
PF15395.4,0.0
PF15378.4,0.0
PF15396.4,0.0
PF15397.4,0.0
PF15398.4,0.0
PF15399.4,0.0
PF15400.4,0.0
PF15401.4,0.0
PF15402.4,0.0
PF15403.4,0.0
PF15404.4,0.0
PF15405.4,0.0
PF15406.4,0.0
PF15407.4,0.0
PF15409.4,0.0
PF15379.4,0.0
PF15377.4,0.0
PF15347.4,0.0
PF15361.4,0.0
PF15348.4,0.0
PF15349.4,0.0
PF15350.4,0.0
PF15351.4,0.0
PF15352.4,0.0
PF15353.4,0.0
PF15354.4,0.0
PF15355.4,0.0
PF15356.4,0.0
PF15357.4,0.0
PF15358.4,0.0
PF15359.4,0.0
PF15360.4,0.0
PF15362.4,0.0
PF15376.4,0.0
PF15363.4,0.0
PF15364.4,0.0
PF15365.4,0.0
PF15366.4,0.0
PF15367.4,0.0
PF15368.4,0.0
PF15369.4,0.0
PF15370.4,0.0
PF15371.4,0.0
PF15372.4,0.0
PF15373.4,0.0
PF15374.4,0.0
PF15375.4,0.0
PF15282.4,0.0
PF15281.4,0.0
PF15279.4,0.0
PF15198.4,0.0
PF15184.4,0.0
PF15185.4,0.0
PF15186.4,0.0
PF15187.4,0.0
PF15188.4,0.0
PF15189.4,0.0
PF15190.4,0.0
PF15191.4,0.0
PF15192.4,0.0
PF15193.4,0.0
PF15194.4,0.0
PF15195.4,0.0
PF15196.4,0.0
PF15199.4,0.0
PF15182.4,0.0
PF15200.4,0.0
PF15201.4,0.0
PF15202.4,0.0
PF15203.4,0.0
PF15204.4,0.0
PF15205.4,0.0
PF15206.4,0.0
PF15207.4,0.0
PF15208.4,0.0
PF15209.4,0.0
PF15210.4,0.0
PF15211.4,0.0
PF15212.4,0.0
PF15183.4,0.0
PF15181.4,0.0
PF15278.4,0.0
PF15164.4,0.0
PF15150.4,0.0
PF15151.4,0.0
PF15152.4,0.0
PF15153.4,0.0
PF15155.4,0.0
PF15156.4,0.0
PF15157.4,0.0
PF15158.4,0.0
PF15159.4,0.0
PF15160.4,0.0
PF15161.4,0.0
PF15162.4,0.0
PF15163.4,0.0
PF15165.4,0.0
PF15180.4,0.0
PF15167.4,0.0
PF15168.4,0.0
